"sample_index","timestamp_utc","elapsed_seconds","pid","parent_pid","process_name","instance_key","event","cpu_total_seconds","working_set_bytes","private_bytes","error"
"57","2026-09-12T05:21:59.1167847Z","103.425437","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.734375","87076864","95391744",""
"57","2026-09-12T05:21:59.1406564Z","103.449309","14372","65944","UnrealEditor","14372:639247872156630390","Sample","159.593750","3425042432","3822825472",""
"57","2026-09-12T05:21:59.1646015Z","103.473258","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"57","2026-09-12T05:21:59.1875877Z","103.496240","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"57","2026-09-12T05:21:59.2111594Z","103.519813","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.265625","55566336","223313920",""
"57","2026-09-12T05:21:59.2344293Z","103.543082","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"58","2026-09-12T05:22:00.8238535Z","105.132524","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","9797632","1544192",""
"58","2026-09-12T05:22:00.8474878Z","105.156159","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.765625","87076864","95391744",""
"58","2026-09-12T05:22:00.8722741Z","105.180945","14372","65944","UnrealEditor","14372:639247872156630390","Sample","162.687500","3425042432","3822825472",""
"58","2026-09-12T05:22:00.8963665Z","105.205038","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"58","2026-09-12T05:22:00.9211379Z","105.229810","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"58","2026-09-12T05:22:00.9466070Z","105.255280","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.281250","55570432","223313920",""
"58","2026-09-12T05:22:00.9692954Z","105.277967","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41361408","21614592",""
"59","2026-09-12T05:22:02.5689418Z","106.877630","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","9797632","1544192",""
"59","2026-09-12T05:22:02.5921898Z","106.900878","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.765625","87076864","95391744",""
"59","2026-09-12T05:22:02.6155261Z","106.924214","14372","65944","UnrealEditor","14372:639247872156630390","Sample","165.515625","3437047808","3822825472",""
"59","2026-09-12T05:22:02.6392125Z","106.947901","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"59","2026-09-12T05:22:02.6618264Z","106.970514","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"59","2026-09-12T05:22:02.6852771Z","106.993966","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.312500","55689216","223318016",""
"59","2026-09-12T05:22:02.7109060Z","107.019594","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"60","2026-09-12T05:22:04.3493762Z","108.658080","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","9797632","1544192",""
"60","2026-09-12T05:22:04.3746464Z","108.683352","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.765625","87076864","95391744",""
"60","2026-09-12T05:22:04.3985080Z","108.707215","14372","65944","UnrealEditor","14372:639247872156630390","Sample","168.218750","3452690432","3822825472",""
"60","2026-09-12T05:22:04.4222417Z","108.730947","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"60","2026-09-12T05:22:04.4442257Z","108.752933","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"60","2026-09-12T05:22:04.4683400Z","108.777048","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.312500","127672320","223313920",""
"60","2026-09-12T05:22:04.4918815Z","108.800589","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"61","2026-09-12T05:22:06.1388688Z","110.447596","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","18800640","1544192",""
"61","2026-09-12T05:22:06.1615951Z","110.470324","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.765625","87076864","95391744",""
"61","2026-09-12T05:22:06.1856457Z","110.494372","14372","65944","UnrealEditor","14372:639247872156630390","Sample","170.953125","3471446016","3822825472",""
"61","2026-09-12T05:22:06.2095804Z","110.518305","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"61","2026-09-12T05:22:06.2337628Z","110.542489","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"61","2026-09-12T05:22:06.2576531Z","110.566385","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.328125","140267520","223313920",""
"61","2026-09-12T05:22:06.2823985Z","110.591125","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"62","2026-09-12T05:22:07.8656711Z","112.174413","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","30064640","1544192",""
"62","2026-09-12T05:22:07.8898093Z","112.198552","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.765625","87076864","95391744",""
"62","2026-09-12T05:22:07.9123738Z","112.221118","14372","65944","UnrealEditor","14372:639247872156630390","Sample","173.281250","3509444608","3822825472",""
"62","2026-09-12T05:22:07.9361832Z","112.244926","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"62","2026-09-12T05:22:07.9599495Z","112.268693","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"62","2026-09-12T05:22:07.9856195Z","112.294367","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.343750","140267520","223313920",""
"62","2026-09-12T05:22:08.0097356Z","112.318480","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"63","2026-09-12T05:22:09.5887253Z","113.897486","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"63","2026-09-12T05:22:09.6125894Z","113.921349","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.765625","87076864","95391744",""
"63","2026-09-12T05:22:09.6378733Z","113.946634","14372","65944","UnrealEditor","14372:639247872156630390","Sample","176.234375","3533860864","3822825472",""
"63","2026-09-12T05:22:09.6617026Z","113.970465","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"63","2026-09-12T05:22:09.6859803Z","113.994742","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"63","2026-09-12T05:22:09.7109979Z","114.019761","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.359375","140271616","223318016",""
"63","2026-09-12T05:22:09.7351658Z","114.043931","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"64","2026-09-12T05:22:11.3496328Z","115.658415","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"64","2026-09-12T05:22:11.3752837Z","115.684062","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.765625","87076864","95391744",""
"64","2026-09-12T05:22:11.4010621Z","115.709841","14372","65944","UnrealEditor","14372:639247872156630390","Sample","179.062500","3579502592","3822825472",""
"64","2026-09-12T05:22:11.4256397Z","115.734419","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"64","2026-09-12T05:22:11.4496706Z","115.758449","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"64","2026-09-12T05:22:11.4737846Z","115.782564","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.359375","140271616","223318016",""
"64","2026-09-12T05:22:11.4979702Z","115.806750","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"65","2026-09-12T05:22:13.1613895Z","117.470186","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"65","2026-09-12T05:22:13.1858728Z","117.494670","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.765625","87076864","95391744",""
"65","2026-09-12T05:22:13.2075919Z","117.516390","14372","65944","UnrealEditor","14372:639247872156630390","Sample","182.078125","3617013760","3822825472",""
"65","2026-09-12T05:22:13.2315790Z","117.540376","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"65","2026-09-12T05:22:13.2546152Z","117.563413","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"65","2026-09-12T05:22:13.2783373Z","117.587135","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.375000","140267520","223313920",""
"65","2026-09-12T05:22:13.3025180Z","117.611316","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"66","2026-09-12T05:22:14.9449228Z","119.253738","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"66","2026-09-12T05:22:14.9694748Z","119.278291","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.781250","87076864","95391744",""
"66","2026-09-12T05:22:14.9936053Z","119.302422","14372","65944","UnrealEditor","14372:639247872156630390","Sample","185.015625","3633790976","3822825472",""
"66","2026-09-12T05:22:15.0183399Z","119.327158","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"66","2026-09-12T05:22:15.0471288Z","119.355947","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"66","2026-09-12T05:22:15.0754313Z","119.384255","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.375000","140271616","223318016",""
"66","2026-09-12T05:22:15.1013929Z","119.410218","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"67","2026-09-12T05:22:16.8140793Z","121.122913","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"67","2026-09-12T05:22:16.8382305Z","121.147065","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.781250","87076864","95391744",""
"67","2026-09-12T05:22:16.8630270Z","121.171862","14372","65944","UnrealEditor","14372:639247872156630390","Sample","187.687500","3655942144","3822825472",""
"67","2026-09-12T05:22:16.8887440Z","121.197581","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"67","2026-09-12T05:22:16.9139704Z","121.222807","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"67","2026-09-12T05:22:16.9391645Z","121.248003","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.421875","140267520","223313920",""
"67","2026-09-12T05:22:16.9651503Z","121.273987","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"68","2026-09-12T05:22:18.5901830Z","122.899037","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"68","2026-09-12T05:22:18.6135133Z","122.922366","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.781250","87076864","95391744",""
"68","2026-09-12T05:22:18.6371719Z","122.946025","14372","65944","UnrealEditor","14372:639247872156630390","Sample","190.687500","3661582336","3822825472",""
"68","2026-09-12T05:22:18.6608503Z","122.969706","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"68","2026-09-12T05:22:18.6855490Z","122.994403","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"68","2026-09-12T05:22:18.7099912Z","123.018847","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.421875","140271616","223318016",""
"68","2026-09-12T05:22:18.7350824Z","123.043937","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"69","2026-09-12T05:22:20.4500440Z","124.758917","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"69","2026-09-12T05:22:20.4752621Z","124.784137","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.781250","87076864","95391744",""
"69","2026-09-12T05:22:20.5009079Z","124.809784","14372","65944","UnrealEditor","14372:639247872156630390","Sample","193.765625","3666415616","3822956544",""
"69","2026-09-12T05:22:20.5278156Z","124.836690","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"69","2026-09-12T05:22:20.5549636Z","124.863838","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"69","2026-09-12T05:22:20.5816367Z","124.890514","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.437500","140271616","223318016",""
"69","2026-09-12T05:22:20.6078482Z","124.916723","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"70","2026-09-12T05:22:22.4233410Z","126.732233","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"70","2026-09-12T05:22:22.4465389Z","126.755438","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.781250","87076864","95391744",""
"70","2026-09-12T05:22:22.4695123Z","126.778404","14372","65944","UnrealEditor","14372:639247872156630390","Sample","197.203125","3674079232","3822956544",""
"70","2026-09-12T05:22:22.4940943Z","126.802987","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"70","2026-09-12T05:22:22.5182656Z","126.827159","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"70","2026-09-12T05:22:22.5426666Z","126.851561","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.453125","140271616","223318016",""
"70","2026-09-12T05:22:22.5662075Z","126.875100","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"71","2026-09-12T05:22:24.1643371Z","128.473254","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"71","2026-09-12T05:22:24.1872255Z","128.496136","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.796875","87076864","95391744",""
"71","2026-09-12T05:22:24.2112856Z","128.520196","14372","65944","UnrealEditor","14372:639247872156630390","Sample","199.968750","3683913728","3822956544",""
"71","2026-09-12T05:22:24.2348100Z","128.543721","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"71","2026-09-12T05:22:24.2583851Z","128.567297","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28635136","19251200",""
"71","2026-09-12T05:22:24.2808137Z","128.589725","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.484375","140275712","223318016",""
"71","2026-09-12T05:22:24.3046051Z","128.613516","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"72","2026-09-12T05:22:25.9490958Z","130.258025","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"72","2026-09-12T05:22:25.9718147Z","130.280743","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.796875","87076864","95391744",""
"72","2026-09-12T05:22:25.9984522Z","130.307382","14372","65944","UnrealEditor","14372:639247872156630390","Sample","203.062500","3733073920","3823751168",""
"72","2026-09-12T05:22:26.0224141Z","130.331342","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"72","2026-09-12T05:22:26.0458590Z","130.354788","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28610560","19226624",""
"72","2026-09-12T05:22:26.0689749Z","130.377907","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.515625","140279808","223318016",""
"72","2026-09-12T05:22:26.0933386Z","130.402268","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"73","2026-09-12T05:22:27.6855756Z","131.994523","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"73","2026-09-12T05:22:27.7102888Z","132.019236","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.796875","87076864","95391744",""
"73","2026-09-12T05:22:27.7350628Z","132.044009","14372","65944","UnrealEditor","14372:639247872156630390","Sample","206.125000","3734372352","3823751168",""
"73","2026-09-12T05:22:27.7621461Z","132.071093","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"73","2026-09-12T05:22:27.7857692Z","132.094717","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28610560","19226624",""
"73","2026-09-12T05:22:27.8094010Z","132.118348","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.515625","140279808","223318016",""
"73","2026-09-12T05:22:27.8339232Z","132.142872","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"74","2026-09-12T05:22:29.5067829Z","133.815748","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"74","2026-09-12T05:22:29.5299192Z","133.838884","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.796875","87076864","95391744",""
"74","2026-09-12T05:22:29.5553790Z","133.864344","14372","65944","UnrealEditor","14372:639247872156630390","Sample","209.437500","3751280640","3823751168",""
"74","2026-09-12T05:22:29.5801932Z","133.889160","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"74","2026-09-12T05:22:29.6048915Z","133.913858","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28610560","19226624",""
"74","2026-09-12T05:22:29.6302831Z","133.939250","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.562500","140275712","223313920",""
"74","2026-09-12T05:22:29.6541062Z","133.963073","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"75","2026-09-12T05:22:31.2812349Z","135.590218","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"75","2026-09-12T05:22:31.3052539Z","135.614239","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.796875","87076864","95391744",""
"75","2026-09-12T05:22:31.3285221Z","135.637506","14372","65944","UnrealEditor","14372:639247872156630390","Sample","212.609375","3761446912","3822665728",""
"75","2026-09-12T05:22:31.3487275Z","135.657713","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"75","2026-09-12T05:22:31.3728256Z","135.681810","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28610560","19226624",""
"75","2026-09-12T05:22:31.3973089Z","135.706293","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.578125","140283904","223318016",""
"75","2026-09-12T05:22:31.4209826Z","135.729967","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"76","2026-09-12T05:22:33.0402497Z","137.349251","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"76","2026-09-12T05:22:33.0631914Z","137.372193","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.796875","87076864","95391744",""
"76","2026-09-12T05:22:33.0871321Z","137.396134","14372","65944","UnrealEditor","14372:639247872156630390","Sample","215.703125","3780935680","3823321088",""
"76","2026-09-12T05:22:33.1109152Z","137.419918","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"76","2026-09-12T05:22:33.1344882Z","137.443491","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28610560","19226624",""
"76","2026-09-12T05:22:33.1574974Z","137.466506","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.593750","140279808","223313920",""
"76","2026-09-12T05:22:33.1803986Z","137.489403","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"77","2026-09-12T05:22:34.8058797Z","139.114899","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"77","2026-09-12T05:22:34.8298972Z","139.138918","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.796875","87076864","95391744",""
"77","2026-09-12T05:22:34.8535566Z","139.162579","14372","65944","UnrealEditor","14372:639247872156630390","Sample","219.015625","3803688960","3823321088",""
"77","2026-09-12T05:22:34.8773661Z","139.186386","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"77","2026-09-12T05:22:34.9015292Z","139.210550","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28610560","19226624",""
"77","2026-09-12T05:22:34.9270407Z","139.236062","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.593750","140283904","223313920",""
"77","2026-09-12T05:22:34.9511019Z","139.260131","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"78","2026-09-12T05:22:36.5886486Z","140.897687","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"78","2026-09-12T05:22:36.6131954Z","140.922234","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.796875","87076864","95391744",""
"78","2026-09-12T05:22:36.6371829Z","140.946221","14372","65944","UnrealEditor","14372:639247872156630390","Sample","222.031250","3846778880","3823321088",""
"78","2026-09-12T05:22:36.6617099Z","140.970749","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"78","2026-09-12T05:22:36.6871469Z","140.996189","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28610560","19226624",""
"78","2026-09-12T05:22:36.7109541Z","141.019993","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.593750","140152832","223121408",""
"78","2026-09-12T05:22:36.7343309Z","141.043370","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"79","2026-09-12T05:22:38.3764802Z","142.685537","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"79","2026-09-12T05:22:38.4002519Z","142.709308","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","0.796875","87076864","95391744",""
"79","2026-09-12T05:22:38.4248679Z","142.733924","14372","65944","UnrealEditor","14372:639247872156630390","Sample","224.843750","3877867520","3823247360",""
"79","2026-09-12T05:22:38.4507575Z","142.759815","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.062500","38862848","24264704",""
"79","2026-09-12T05:22:38.4744031Z","142.783464","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28610560","19226624",""
"79","2026-09-12T05:22:38.4991633Z","142.808221","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.609375","140152832","223121408",""
"79","2026-09-12T05:22:38.5225198Z","142.831578","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41340928","21594112",""
"80","2026-09-12T05:22:40.2116055Z","144.520682","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"80","2026-09-12T05:22:40.2385084Z","144.547584","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","1.031250","120905728","136003584",""
"80","2026-09-12T05:22:40.2636842Z","144.572759","14372","65944","UnrealEditor","14372:639247872156630390","Sample","227.265625","3933167616","3853946880",""
"80","2026-09-12T05:22:40.2878551Z","144.596931","93660","14372","EpicWebHelper.exe","93660:639247873592106100","New","0.031250","38846464","25505792",""
"80","2026-09-12T05:22:40.3127609Z","144.621837","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.328125","66789376","32342016",""
"80","2026-09-12T05:22:40.3371932Z","144.646270","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28610560","19226624",""
"80","2026-09-12T05:22:40.3628320Z","144.671908","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.625000","140152832","223121408",""
"80","2026-09-12T05:22:40.3870426Z","144.696122","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41349120","21602304",""
"81","2026-09-12T05:22:42.0237003Z","146.332795","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"81","2026-09-12T05:22:42.0468387Z","146.355933","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","1.250000","117248000","136445952",""
"81","2026-09-12T05:22:42.0717365Z","146.380833","14372","65944","UnrealEditor","14372:639247872156630390","Sample","230.437500","3932995584","3853668352",""
"81","2026-09-12T05:22:42.0957442Z","146.404838","93660","14372","EpicWebHelper.exe","93660:639247873592106100","Sample","0.031250","38846464","25505792",""
"81","2026-09-12T05:22:42.1220765Z","146.431172","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.468750","67813376","33259520",""
"81","2026-09-12T05:22:42.1471212Z","146.456216","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28610560","19226624",""
"81","2026-09-12T05:22:42.1712954Z","146.480391","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.625000","140152832","223121408",""
"81","2026-09-12T05:22:42.1962711Z","146.505369","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41345024","21598208",""
"82","2026-09-12T05:22:43.8582726Z","148.167387","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"82","2026-09-12T05:22:43.8829280Z","148.192048","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","1.500000","117645312","136785920",""
"82","2026-09-12T05:22:43.9076476Z","148.216760","14372","65944","UnrealEditor","14372:639247872156630390","Sample","233.343750","3933978624","3853717504",""
"82","2026-09-12T05:22:43.9330770Z","148.242191","93660","14372","EpicWebHelper.exe","93660:639247873592106100","Sample","0.031250","38846464","25505792",""
"82","2026-09-12T05:22:43.9571384Z","148.266253","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.656250","68837376","34201600",""
"82","2026-09-12T05:22:43.9804245Z","148.289540","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28610560","19226624",""
"82","2026-09-12T05:22:44.0047466Z","148.313862","46004","14372","zenserver.exe","46004:639247872218402360","Sample","1.625000","140156928","223125504",""
"82","2026-09-12T05:22:44.0287621Z","148.337876","120408","14372","EpicWebHelper.exe","120408:639247872454799320","Sample","0.218750","41345024","21598208",""
"83","2026-09-12T05:22:45.6797999Z","149.988933","102480","46004","crashpad_handler.exe","102480:639247872220006830","Sample","0.031250","34357248","1544192",""
"83","2026-09-12T05:22:45.7105193Z","150.019655","102484","14372","EpicWebHelper.exe","102484:639247872454443300","Sample","1.765625","122253312","137080832",""
"83","2026-09-12T05:22:45.7363044Z","150.045441","14372","65944","UnrealEditor","14372:639247872156630390","Sample","236.546875","3929886720","3845304320",""
"83","2026-09-12T05:22:45.7605475Z","150.069681","93660","14372","EpicWebHelper.exe","93660:639247873592106100","Sample","0.031250","38916096","25505792",""
"83","2026-09-12T05:22:45.7851314Z","150.094264","51796","14372","EpicWebHelper.exe","51796:639247872455315220","Sample","0.859375","69918720","34926592",""
"83","2026-09-12T05:22:45.8092565Z","150.118390","117716","14372","EpicWebHelper.exe","117716:639247872454980310","Sample","0.062500","28655616","19226624",""
