"sample_index","timestamp_utc","elapsed_seconds","pid","parent_pid","process_name","instance_key","event","cpu_total_seconds","working_set_bytes","private_bytes","error"
"17","2026-09-12T05:27:02.7194977Z","26.979520","124584","117368","EpicWebHelper.exe","124584:639247876215723220","New","0.078125","28721152","19484672",""
"17","2026-09-12T05:27:02.7452472Z","27.005271","117368","27016","UnrealEditor","117368:639247875957124820","Sample","35.656250","3352711168","3465195520",""
"17","2026-09-12T05:27:02.7703978Z","27.030421","3024","117368","EpicWebHelper.exe","3024:639247876215207150","New","0.218750","86052864","92004352",""
"17","2026-09-12T05:27:02.7917533Z","27.051774","17692","117368","EpicWebHelper.exe","17692:639247876215552910","New","0.218750","42274816","21966848",""
"17","2026-09-12T05:27:02.8154444Z","27.075467","124248","117368","EpicWebHelper.exe","124248:639247876216080510","New","0.031250","38998016","24498176",""
"17","2026-09-12T05:27:02.8390288Z","27.099049","35164","117368","EpicWebHelper.exe","35164:639247876216194900","New","0.078125","62193664","29593600",""
"18","2026-09-12T05:27:04.4163451Z","28.676383","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28721152","19484672",""
"18","2026-09-12T05:27:04.4389353Z","28.698972","117368","27016","UnrealEditor","117368:639247875957124820","Sample","37.890625","3354562560","3465199616",""
"18","2026-09-12T05:27:04.4608909Z","28.720932","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.218750","84885504","90836992",""
"18","2026-09-12T05:27:04.4842580Z","28.744340","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.218750","42274816","21966848",""
"18","2026-09-12T05:27:04.5082422Z","28.768278","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38998016","24498176",""
"18","2026-09-12T05:27:04.5307704Z","28.790806","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","0.125000","63574016","30498816",""
"19","2026-09-12T05:27:06.0954754Z","30.355557","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28721152","19484672",""
"19","2026-09-12T05:27:06.1192281Z","30.379307","117368","27016","UnrealEditor","117368:639247875957124820","Sample","40.468750","3362680832","3467165696",""
"19","2026-09-12T05:27:06.1415303Z","30.401580","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.234375","87146496","92950528",""
"19","2026-09-12T05:27:06.1632923Z","30.423343","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.218750","42315776","21880832",""
"19","2026-09-12T05:27:06.1850651Z","30.445116","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38998016","24498176",""
"19","2026-09-12T05:27:06.2074530Z","30.467505","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","0.250000","64888832","31420416",""
"20","2026-09-12T05:27:07.7709779Z","32.031045","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28721152","19484672",""
"20","2026-09-12T05:27:07.7948531Z","32.054918","117368","27016","UnrealEditor","117368:639247875957124820","Sample","42.687500","3364032512","3466731520",""
"20","2026-09-12T05:27:07.8158789Z","32.075946","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.281250","87461888","93212672",""
"20","2026-09-12T05:27:07.8397924Z","32.099860","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.218750","42414080","21913600",""
"20","2026-09-12T05:27:07.8638778Z","32.123945","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","39010304","24498176",""
"20","2026-09-12T05:27:07.8886566Z","32.148725","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","0.328125","67309568","32440320",""
"21","2026-09-12T05:27:09.4654804Z","33.725562","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28721152","19484672",""
"21","2026-09-12T05:27:09.4884981Z","33.748582","117368","27016","UnrealEditor","117368:639247875957124820","Sample","44.765625","3359838208","3460800512",""
"21","2026-09-12T05:27:09.5113452Z","33.771427","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.296875","88797184","94543872",""
"21","2026-09-12T05:27:09.5338424Z","33.793925","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.218750","42414080","21913600",""
"21","2026-09-12T05:27:09.5571464Z","33.817230","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","39010304","24498176",""
"21","2026-09-12T05:27:09.5801223Z","33.840206","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","0.375000","68685824","34131968",""
"22","2026-09-12T05:27:11.1646658Z","35.424765","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28721152","19484672",""
"22","2026-09-12T05:27:11.1867540Z","35.446852","117368","27016","UnrealEditor","117368:639247875957124820","Sample","47.062500","3361546240","3460841472",""
"22","2026-09-12T05:27:11.2093730Z","35.469478","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.296875","89186304","94932992",""
"22","2026-09-12T05:27:11.2323006Z","35.492401","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.218750","42651648","22151168",""
"22","2026-09-12T05:27:11.2548479Z","35.514947","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","39010304","24498176",""
"22","2026-09-12T05:27:11.2791043Z","35.539204","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","0.484375","70897664","35921920",""
"23","2026-09-12T05:27:12.8569135Z","37.117028","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"23","2026-09-12T05:27:12.8797595Z","37.139873","117368","27016","UnrealEditor","117368:639247875957124820","Sample","49.390625","3363774464","3462258688",""
"23","2026-09-12T05:27:12.9026147Z","37.162730","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.328125","88117248","93859840",""
"23","2026-09-12T05:27:12.9257918Z","37.185907","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42762240","22212608",""
"23","2026-09-12T05:27:12.9492244Z","37.209339","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38961152","24428544",""
"23","2026-09-12T05:27:12.9725163Z","37.232633","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","0.546875","72335360","36827136",""
"24","2026-09-12T05:27:14.5788271Z","38.838958","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"24","2026-09-12T05:27:14.6020227Z","38.862155","117368","27016","UnrealEditor","117368:639247875957124820","Sample","51.750000","3365576704","3462258688",""
"24","2026-09-12T05:27:14.6247271Z","38.884859","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.359375","88248320","93990912",""
"24","2026-09-12T05:27:14.6485917Z","38.908723","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42766336","22216704",""
"24","2026-09-12T05:27:14.6725546Z","38.932698","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38961152","24428544",""
"24","2026-09-12T05:27:14.6983653Z","38.958497","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","0.687500","73216000","37679104",""
"25","2026-09-12T05:27:16.3819806Z","40.642128","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"25","2026-09-12T05:27:16.4050913Z","40.665239","117368","27016","UnrealEditor","117368:639247875957124820","Sample","54.265625","3367522304","3462389760",""
"25","2026-09-12T05:27:16.4282157Z","40.688363","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.390625","89587712","95330304",""
"25","2026-09-12T05:27:16.4503889Z","40.710537","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42766336","22216704",""
"25","2026-09-12T05:27:16.4788304Z","40.738980","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38961152","24428544",""
"25","2026-09-12T05:27:16.5028298Z","40.762982","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","0.765625","74170368","38359040",""
"26","2026-09-12T05:27:18.1381819Z","42.398346","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"26","2026-09-12T05:27:18.1594131Z","42.419579","117368","27016","UnrealEditor","117368:639247875957124820","Sample","56.812500","3369299968","3462393856",""
"26","2026-09-12T05:27:18.1813229Z","42.441488","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.453125","88424448","94167040",""
"26","2026-09-12T05:27:18.2033598Z","42.463525","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42782720","22216704",""
"26","2026-09-12T05:27:18.2253714Z","42.485538","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38961152","24428544",""
"26","2026-09-12T05:27:18.2454690Z","42.505634","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","0.968750","74829824","38993920",""
"27","2026-09-12T05:27:19.8263580Z","44.086538","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"27","2026-09-12T05:27:19.8471805Z","44.107362","117368","27016","UnrealEditor","117368:639247875957124820","Sample","59.015625","3370967040","3462393856",""
"27","2026-09-12T05:27:19.8677775Z","44.127958","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.484375","89587712","95330304",""
"27","2026-09-12T05:27:19.8887530Z","44.148940","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42782720","22216704",""
"27","2026-09-12T05:27:19.9104181Z","44.170601","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38961152","24428544",""
"27","2026-09-12T05:27:19.9318886Z","44.192075","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.000000","75190272","39235584",""
"28","2026-09-12T05:27:21.4742056Z","45.734406","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"28","2026-09-12T05:27:21.4944615Z","45.754659","117368","27016","UnrealEditor","117368:639247875957124820","Sample","60.953125","3371524096","3461484544",""
"28","2026-09-12T05:27:21.5157361Z","45.775933","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.515625","89616384","95350784",""
"28","2026-09-12T05:27:21.5361144Z","45.796316","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42782720","22216704",""
"28","2026-09-12T05:27:21.5561015Z","45.816298","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38961152","24428544",""
"28","2026-09-12T05:27:21.5762912Z","45.836489","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.171875","77316096","41668608",""
"29","2026-09-12T05:27:23.1264132Z","47.386626","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"29","2026-09-12T05:27:23.1477991Z","47.408017","117368","27016","UnrealEditor","117368:639247875957124820","Sample","63.296875","3371438080","3459518464",""
"29","2026-09-12T05:27:23.1682553Z","47.428468","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.515625","88444928","94187520",""
"29","2026-09-12T05:27:23.1884130Z","47.448626","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42782720","22216704",""
"29","2026-09-12T05:27:23.2087045Z","47.468917","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38961152","24428544",""
"29","2026-09-12T05:27:23.2279047Z","47.488121","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.234375","77869056","41914368",""
"30","2026-09-12T05:27:24.8190650Z","49.079294","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"30","2026-09-12T05:27:24.8403018Z","49.100530","117368","27016","UnrealEditor","117368:639247875957124820","Sample","65.718750","3368779776","3456241664",""
"30","2026-09-12T05:27:24.8615516Z","49.121781","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.515625","89624576","95354880",""
"30","2026-09-12T05:27:24.8829969Z","49.143226","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42782720","22216704",""
"30","2026-09-12T05:27:24.9038422Z","49.164071","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38961152","24428544",""
"30","2026-09-12T05:27:24.9243105Z","49.184540","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.296875","78123008","42393600",""
"31","2026-09-12T05:27:26.4953794Z","50.755628","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"31","2026-09-12T05:27:26.5163594Z","50.776604","117368","27016","UnrealEditor","117368:639247875957124820","Sample","68.000000","3367518208","3454013440",""
"31","2026-09-12T05:27:26.5367853Z","50.797030","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.531250","88465408","94195712",""
"31","2026-09-12T05:27:26.5569696Z","50.817214","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42782720","22216704",""
"31","2026-09-12T05:27:26.5791434Z","50.839399","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38961152","24428544",""
"31","2026-09-12T05:27:26.5993815Z","50.859626","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.328125","78295040","42463232",""
"32","2026-09-12T05:27:28.2611825Z","52.521445","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"32","2026-09-12T05:27:28.2816622Z","52.541924","117368","27016","UnrealEditor","117368:639247875957124820","Sample","70.046875","3367522304","3454013440",""
"32","2026-09-12T05:27:28.3023985Z","52.562661","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.546875","88465408","94195712",""
"32","2026-09-12T05:27:28.3226730Z","52.582939","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42782720","22216704",""
"32","2026-09-12T05:27:28.3424731Z","52.602735","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38961152","24428544",""
"32","2026-09-12T05:27:28.3630480Z","52.623311","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.375000","78462976","42659840",""
"33","2026-09-12T05:27:29.9213392Z","54.181616","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"33","2026-09-12T05:27:29.9421048Z","54.202382","117368","27016","UnrealEditor","117368:639247875957124820","Sample","72.156250","3367608320","3454017536",""
"33","2026-09-12T05:27:29.9622786Z","54.222556","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.546875","89632768","95363072",""
"33","2026-09-12T05:27:29.9835862Z","54.243864","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42782720","22216704",""
"33","2026-09-12T05:27:30.0045750Z","54.264854","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38961152","24428544",""
"33","2026-09-12T05:27:30.0239921Z","54.284271","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.406250","78581760","42835968",""
"34","2026-09-12T05:27:31.5378324Z","55.798128","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"34","2026-09-12T05:27:31.5585345Z","55.818829","117368","27016","UnrealEditor","117368:639247875957124820","Sample","74.062500","3367645184","3454042112",""
"34","2026-09-12T05:27:31.5784283Z","55.838722","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.562500","89632768","95363072",""
"34","2026-09-12T05:27:31.5984669Z","55.858761","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42782720","22216704",""
"34","2026-09-12T05:27:31.6193690Z","55.879664","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38961152","24428544",""
"34","2026-09-12T05:27:31.6400079Z","55.900302","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.484375","79486976","43831296",""
"35","2026-09-12T05:27:33.2365000Z","57.496809","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"35","2026-09-12T05:27:33.2574909Z","57.517801","117368","27016","UnrealEditor","117368:639247875957124820","Sample","76.203125","3367682048","3453992960",""
"35","2026-09-12T05:27:33.2776166Z","57.537926","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.593750","88498176","94195712",""
"35","2026-09-12T05:27:33.2982441Z","57.558554","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42766336","22216704",""
"35","2026-09-12T05:27:33.3186147Z","57.578925","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38899712","24317952",""
"35","2026-09-12T05:27:33.3386221Z","57.598932","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.562500","72867840","41676800",""
"36","2026-09-12T05:27:34.8680541Z","59.128379","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"36","2026-09-12T05:27:34.8895385Z","59.149864","117368","27016","UnrealEditor","117368:639247875957124820","Sample","78.546875","3367686144","3453992960",""
"36","2026-09-12T05:27:34.9102711Z","59.170597","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.593750","88485888","94195712",""
"36","2026-09-12T05:27:34.9307912Z","59.191117","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42766336","22216704",""
"36","2026-09-12T05:27:34.9516798Z","59.212005","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38899712","24317952",""
"36","2026-09-12T05:27:34.9720607Z","59.232389","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.625000","73064448","41725952",""
"37","2026-09-12T05:27:36.4701932Z","60.730537","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"37","2026-09-12T05:27:36.4907442Z","60.751084","117368","27016","UnrealEditor","117368:639247875957124820","Sample","80.343750","3367632896","3453882368",""
"37","2026-09-12T05:27:36.5106742Z","60.771020","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.609375","89665536","95363072",""
"37","2026-09-12T05:27:36.5305287Z","60.790869","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42766336","22216704",""
"37","2026-09-12T05:27:36.5508971Z","60.811248","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38899712","24317952",""
"37","2026-09-12T05:27:36.5714868Z","60.831829","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.687500","73228288","41762816",""
"38","2026-09-12T05:27:38.1002823Z","62.360638","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"38","2026-09-12T05:27:38.1205373Z","62.380896","117368","27016","UnrealEditor","117368:639247875957124820","Sample","82.250000","3367624704","3453886464",""
"38","2026-09-12T05:27:38.1412614Z","62.401617","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.625000","88502272","94199808",""
"38","2026-09-12T05:27:38.1615955Z","62.421954","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42766336","22216704",""
"38","2026-09-12T05:27:38.1814689Z","62.441826","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38899712","24317952",""
"38","2026-09-12T05:27:38.2018035Z","62.462166","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.796875","73531392","41766912",""
"39","2026-09-12T05:27:39.6814486Z","63.941821","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"39","2026-09-12T05:27:39.7007419Z","63.961114","117368","27016","UnrealEditor","117368:639247875957124820","Sample","84.156250","3367645184","3453886464",""
"39","2026-09-12T05:27:39.7256368Z","63.986008","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.640625","88494080","94199808",""
"39","2026-09-12T05:27:39.7453632Z","64.005734","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42766336","22216704",""
"39","2026-09-12T05:27:39.7660848Z","64.026459","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38899712","24317952",""
"39","2026-09-12T05:27:39.7873850Z","64.047758","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.828125","73875456","41775104",""
"40","2026-09-12T05:27:41.3101610Z","65.570548","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"40","2026-09-12T05:27:41.3308655Z","65.591257","117368","27016","UnrealEditor","117368:639247875957124820","Sample","86.312500","3367649280","3453886464",""
"40","2026-09-12T05:27:41.3507103Z","65.611097","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.687500","89673728","95367168",""
"40","2026-09-12T05:27:41.3703416Z","65.630729","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42766336","22216704",""
"40","2026-09-12T05:27:41.3923734Z","65.652761","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38899712","24317952",""
"40","2026-09-12T05:27:41.4127468Z","65.673136","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","1.968750","74338304","41795584",""
"41","2026-09-12T05:27:42.9265458Z","67.186947","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28729344","19488768",""
"41","2026-09-12T05:27:42.9466154Z","67.207019","117368","27016","UnrealEditor","117368:639247875957124820","Sample","88.312500","3365380096","3453898752",""
"41","2026-09-12T05:27:42.9641354Z","67.224538","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.796875","89706496","95375360",""
"41","2026-09-12T05:27:42.9848012Z","67.245204","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42766336","22216704",""
"41","2026-09-12T05:27:43.0052464Z","67.265649","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38899712","24317952",""
"41","2026-09-12T05:27:43.0221354Z","67.282540","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Sample","2.187500","75751424","42074112",""
"42","2026-09-12T05:27:44.5016161Z","68.762033","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28835840","19537920",""
"42","2026-09-12T05:27:44.5220230Z","68.782441","117368","27016","UnrealEditor","117368:639247875957124820","Sample","90.031250","3381137408","3462176768",""
"42","2026-09-12T05:27:44.5421793Z","68.802597","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.812500","86269952","94195712",""
"42","2026-09-12T05:27:44.5623256Z","68.822743","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42766336","22216704",""
"42","2026-09-12T05:27:44.5824388Z","68.842857","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38899712","24317952",""
"42","2026-09-12T05:27:44.5825301Z","68.842941","35164","117368","EpicWebHelper.exe","35164:639247876216194900","Exited",,,,""
"43","2026-09-12T05:27:46.1597219Z","70.420155","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28835840","19537920",""
"43","2026-09-12T05:27:46.1803375Z","70.440776","117368","27016","UnrealEditor","117368:639247875957124820","Sample","92.203125","3382140928","3463245824",""
"43","2026-09-12T05:27:46.2006453Z","70.461079","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.828125","86269952","94195712",""
"43","2026-09-12T05:27:46.2218697Z","70.482303","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42766336","22216704",""
"43","2026-09-12T05:27:46.2420268Z","70.502460","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38899712","24317952",""
"44","2026-09-12T05:27:47.7197211Z","71.980170","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28835840","19537920",""
"44","2026-09-12T05:27:47.7395454Z","71.999995","117368","27016","UnrealEditor","117368:639247875957124820","Sample","94.156250","3381735424","3463331840",""
"44","2026-09-12T05:27:47.7596818Z","72.020131","3024","117368","EpicWebHelper.exe","3024:639247876215207150","Sample","0.828125","86269952","94195712",""
"44","2026-09-12T05:27:47.7812625Z","72.041716","17692","117368","EpicWebHelper.exe","17692:639247876215552910","Sample","0.250000","42766336","22216704",""
"44","2026-09-12T05:27:47.8019395Z","72.062389","124248","117368","EpicWebHelper.exe","124248:639247876216080510","Sample","0.031250","38899712","24317952",""
"45","2026-09-12T05:27:49.2833309Z","73.543794","124584","117368","EpicWebHelper.exe","124584:639247876215723220","Sample","0.078125","28835840","19537920",""
"45","2026-09-12T05:27:49.3034334Z","73.563897","117368","27016","UnrealEditor","117368:639247875957124820","Sample","96.109375","3381919744","3463610368",""
